Category,Product Link
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005006798007779.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-0&pdp_npi=4%40dis%21PKR%2179309.16%2131723.82%21%21%212058.54%21823.42%21%4021411ecc17317818742363674e29cf%2112000038339471975%21sea%21PK%210%21ABX&curPageLogUid=oP1brXiRsrWS&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005004888325445.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-2&pdp_npi=4%40dis%21PKR%2149993.26%2124996.63%21%21%21179.98%2189.99%21%4021411ecc17317818742363674e29cf%2112000039788098774%21sea%21PK%210%21ABX&curPageLogUid=6b7YDDK8XhFR&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005005887167387.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&aem_p4p_detail=202411161031141056261846435880002724517&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-3&pdp_npi=4%40dis%21PKR%2120780.64%2117889.58%21%21%21539.38%21464.34%21%4021411ecc17317818742363674e29cf%2112000043141290309%21sea%21PK%210%21ABX&curPageLogUid=9NU2wr9fA1Go&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161031141056261846435880002724517_1
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005007929104286.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-4&pdp_npi=4%40dis%21PKR%217369.81%216556.12%21%21%21191.29%21170.17%21%4021411ecc17317818742363674e29cf%2112000042898694762%21sea%21PK%210%21ABX&curPageLogUid=5rnBdk17hNk3&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005008041084530.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-5&pdp_npi=4%40dis%21PKR%219862.89%216805.40%21%21%21256.00%21176.64%21%4021411ecc17317818742363674e29cf%2112000043383057817%21sea%21PK%210%21ABX&curPageLogUid=1Tgw8z7IGqQH&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005007965560904.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-6&pdp_npi=4%40dis%21PKR%217666.85%217666.85%21%21%21199.00%21199.00%21%4021411ecc17317818742363674e29cf%2112000043061818364%21sea%21PK%210%21ABX&curPageLogUid=SndYZCnAeEgs&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005006251691728.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&aem_p4p_detail=202411161031141056261846435880002724517&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-7&pdp_npi=4%40dis%21PKR%2123729.49%2111627.42%21%21%21615.92%21301.80%21%4021411ecc17317818742363674e29cf%2112000036473740583%21sea%21PK%210%21ABX&curPageLogUid=XVTg3bfOgtTo&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161031141056261846435880002724517_2
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005007721937762.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-8&pdp_npi=4%40dis%21PKR%2177773.16%2136554.69%21%21%21279.99%21131.60%21%4021411ecc17317818742363674e29cf%2112000043196304966%21sea%21PK%210%21ABX&curPageLogUid=VUIuhfdj8gJP&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005006867278550.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-9&pdp_npi=4%40dis%21PKR%2112666.87%215066.67%21%21%21328.78%21131.51%21%4021411ecc17317818742363674e29cf%2112000038565048241%21sea%21PK%210%21ABX&curPageLogUid=6G0vfW7deGUc&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005007942785689.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-10&pdp_npi=4%40dis%21PKR%2110094.05%217065.84%21%21%21262.00%21183.40%21%4021411ecc17317818742363674e29cf%2112000042956717143%21sea%21PK%210%21ABX&curPageLogUid=KTaPPrhnoLTD&utparam-url=scene%3Asearch%7Cquery_from%3A
PlayStation 5 Controllers,https://www.aliexpress.com/item/1005008025612251.html?algo_pvid=4e1468ec-b614-40a7-bf69-2e53cf19945e&aem_p4p_detail=202411161031141056261846435880002724517&algo_exp_id=4e1468ec-b614-40a7-bf69-2e53cf19945e-11&pdp_npi=4%40dis%21PKR%213312.16%213081.00%21%21%2185.97%2179.97%21%4021411ecc17317818742363674e29cf%2112000043304267304%21sea%21PK%210%21ABX&curPageLogUid=H2WI3kHD60RY&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161031141056261846435880002724517_3
